Feb	01	01	184
Feb	01	03	159
Feb	01	05	128
Feb	01	07	168
Feb	01	09	186
Feb	01	10	193
Feb	01	12	260
Feb	01	14	304
Feb	01	16	232
Feb	01	18	229
Feb	01	21	516
Feb	01	23	261
Feb	02	00	164
Feb	02	02	87
Feb	02	04	86
Feb	02	06	56
Feb	02	08	118
Feb	02	11	181
Feb	02	13	424
Feb	02	15	498
Feb	02	17	434
Feb	02	19	328
Feb	02	20	332
Feb	02	22	251
Feb	03	01	166
Feb	03	03	324
Feb	03	05	193
Feb	03	07	141
Feb	03	09	140
Feb	03	10	187
Feb	03	12	230
Feb	03	14	324
Feb	03	16	355
Feb	03	18	297
Feb	03	21	267
Feb	03	23	215
Feb	04	00	175
Feb	04	02	154
Feb	04	04	128
Feb	04	06	103
Feb	04	08	119
Feb	04	11	234
Feb	04	13	241
Feb	04	15	263
Feb	04	17	255
Feb	04	19	192
Feb	04	20	192
Feb	04	22	146
Feb	05	01	88
Feb	05	03	75
Feb	05	05	79
Feb	05	07	98
Feb	05	09	89
Feb	05	10	92
Feb	05	12	71
Feb	05	14	125
Feb	05	16	262
Feb	05	18	138
Feb	05	21	130
Feb	05	23	85
Feb	06	00	68
Feb	06	02	69
Feb	06	04	34
Feb	06	06	60
Feb	06	08	71
Feb	06	11	90
Feb	06	13	88
Feb	06	15	176
Feb	06	17	142
Feb	06	19	121
Feb	06	20	96
Feb	06	22	86
Feb	07	01	65
Feb	07	03	50
Feb	07	05	58
Feb	07	07	33
Feb	07	09	50
Feb	07	10	47
Feb	07	12	65
Feb	07	14	96
Feb	07	16	96
Feb	07	18	98
Feb	07	21	119
Feb	07	23	72
Feb	08	00	86
Feb	08	02	53
Feb	08	04	54
Feb	08	06	46
Feb	08	08	49
Feb	08	11	67
Feb	08	13	67
Feb	08	15	111
Feb	08	17	111
Feb	08	19	81
Feb	08	20	89
Feb	08	22	68
Jan	23	01	2
Jan	23	03	1
Jan	23	05	3
Jan	23	07	2
Jan	23	09	3
Jan	23	10	8
Jan	23	12	12
Jan	23	14	8
Jan	23	16	10
Jan	23	18	3
Jan	23	21	5
Jan	23	23	9
Jan	24	00	5
Jan	24	04	5
Jan	24	06	3
Jan	24	08	5
Jan	24	11	5
Jan	24	13	7
Jan	24	15	8
Jan	24	17	6
Jan	24	19	9
Jan	24	20	1
Jan	24	22	7
Jan	25	01	6
Jan	25	03	3
Jan	25	05	8
Jan	25	07	13
Jan	25	09	26
Jan	25	10	16
Jan	25	12	34
Jan	25	14	63
Jan	25	16	92
Jan	25	18	96
Jan	25	21	109
Jan	25	23	110
Jan	26	00	83
Jan	26	02	24
Jan	26	04	32
Jan	26	06	25
Jan	26	08	41
Jan	26	11	32
Jan	26	13	96
Jan	26	15	98
Jan	26	17	88
Jan	26	19	106
Jan	26	20	132
Jan	26	22	186
Jan	27	01	41
Jan	27	03	46
Jan	27	05	28
Jan	27	07	35
Jan	27	09	53
Jan	27	10	50
Jan	27	12	59
Jan	27	14	68
Jan	27	16	88
Jan	27	18	90
Jan	27	21	83
Jan	27	23	190
Jan	28	00	160
Jan	28	02	145
Jan	28	04	121
Jan	28	06	122
Jan	28	08	166
Jan	28	11	286
Jan	28	13	315
Jan	28	15	481
Jan	28	17	708
Jan	28	19	614
Jan	28	20	455
Jan	28	22	670
Jan	29	01	149
Jan	29	03	133
Jan	29	05	97
Jan	29	07	89
Jan	29	09	130
Jan	29	10	169
Jan	29	12	212
Jan	29	14	295
Jan	29	16	403
Jan	29	18	296
Jan	29	21	222
Jan	29	23	238
Jan	30	01	174
Jan	30	03	127
Jan	30	05	94
Jan	30	07	71
Jan	30	09	207
Jan	30	10	179
Jan	30	12	203
Jan	30	14	392
Jan	30	16	313
Jan	30	18	247
Jan	30	21	210
Jan	30	23	179
